title;rank;total_ratings;installs;average rating;growth (30 days);growth (60 days);price;category;5_star_ratings;4 star ratings;3 star ratings;2 star ratings;1 star ratings;paid;US_Sales;EU_sales;JP_sales;Global_sales;User_rating;Critic_Rating;
Clumsy Ninja;61;267176;10.0 M;4;0,1;0,1;0;GAME_ADVENTURE;203138;20459;11244;6006;26326;FALSE;10416;179822;176793;608696;9,9;68;
LEGO® Star Wars™: TFA;62;248376;10.0 M;3;0,8;1,7;0;GAME_ADVENTURE;156766;21189;14838;10225;45355;FALSE;58854;21845;98212;374222;9,2;86;
Tinker Island - Survival Story Adventure;63;245912;5.0 M;4;0,5;1,1;0;GAME_ADVENTURE;157308;34746;19289;10917;23650;FALSE;121956;155940;128927;473191;3,2;17;
FPS Commando Secret Mission - Free Shooting Games;64;244108;100.0 M;4;7;17;0;GAME_ADVENTURE;162830;18935;13921;9969;38451;FALSE;24191;129928;146302;574026;2,1;33;
﻿Dragon Land;65;241766;10.0 M;4;0,4;0,9;0;GAME_ADVENTURE;174210;25753;14123;7011;20666;FALSE;25772;39044;122699;193787;3,7;71;
The Island Castaway: Lost World®;66;237178;1.0 M;4;0,3;0,6;0;GAME_ADVENTURE;140986;51097;29799;6942;8351;FALSE;88657;184183;148699;585083;3,9;23;
Criminal Case: Pacific Bay;67;236968;10.0 M;4;0,3;0,5;0;GAME_ADVENTURE;178035;28566;13369;5155;11840;FALSE;185502;36492;109400;525468;5,4;77;
The Wolf Among Us;68;236324;5.0 M;4;0,2;0,4;0;GAME_ADVENTURE;179887;22918;10579;5559;17378;FALSE;28523;148966;52962;268306;5,3;67;
Dead Ninja Mortal Shadow;69;235190;5.0 M;4;0;0,1;0;GAME_ADVENTURE;180024;25247;13218;3889;12808;FALSE;45469;147263;24163;430830;1,3;21;
BlockStarPlanet;70;232238;10.0 M;3;0,6;1,3;0;GAME_ADVENTURE;139009;29963;15906;9032;38326;FALSE;51847;156520;172032;490265;2;88;
Street Chaser;71;228860;50.0 M;4;5156,3;6,8;0;GAME_ADVENTURE;155724;17892;13469;9404;32368;FALSE;132139;69546;194243;405468;7,5;45;
Draw a Stickman: EPIC Free;72;228093;10.0 M;3;0,1;0,2;0;GAME_ADVENTURE;137922;23910;18607;10966;36685;FALSE;153814;27822;48658;339814;8;22;
Hotel Transylvania Adventures - Run, Jump, Build!;73;220878;10.0 M;4;1,1;2,4;0;GAME_ADVENTURE;162516;19437;10535;6342;22045;FALSE;176943;66630;76870;441685;6,5;48;
Benji Bananas Adventures;74;220154;10.0 M;4;0;0,1;0;GAME_ADVENTURE;157452;29143;14521;4294;14741;FALSE;1353;50901;101068;354237;5,2;50;
Seven - Deadly Revelation - Horror Chat Adventure;75;214038;1.0 M;4;0,8;1,9;0;GAME_ADVENTURE;148804;36783;15996;4554;7899;FALSE;143365;37253;12600;218377;6,2;79;
Survival Island: EVO 2;76;212099;10.0 M;3;0,1;0,2;0;GAME_ADVENTURE;119575;23404;18969;9375;40773;FALSE;186648;110478;182781;594458;2,4;74;
Zoo 2: Animal Park;77;209326;10.0 M;4;1,7;5,1;0;GAME_ADVENTURE;135267;34179;15209;7029;17639;FALSE;172645;99579;104449;484430;1,1;98;
Spider Rope Hero - Gangster New York City;78;205339;10.0 M;4;5;11,4;0;GAME_ADVENTURE;157834;9984;7605;5007;24906;FALSE;120771;123732;70205;518124;4;67;
Hidden City: Hidden Object Adventure;79;202932;10.0 M;4;0,1;0,1;0;GAME_ADVENTURE;120363;50493;20584;4941;6548;FALSE;123495;37128;155083;320937;9;86;
CASE: Animatronics - Horror game;80;198913;5.0 M;4;1,2;2,4;0;GAME_ADVENTURE;154771;19840;8313;3912;12075;FALSE;168362;168225;16439;523832;3,7;16;
Super City (Superhero Sim);81;196731;10.0 M;4;2;5;0;GAME_ADVENTURE;140066;18997;10561;6110;20994;FALSE;137676;175992;134657;505236;7,6;66;
3D Maze / Labyrinth;82;195798;10.0 M;3;0,1;0,3;0;GAME_ADVENTURE;98812;18705;18566;10027;49686;FALSE;151614;58060;166823;542966;9,6;33;
MultiCraft ― Build and Mine! 👍;83;192892;10.0 M;4;7,4;19,4;0;GAME_ADVENTURE;129555;15897;9752;6792;30894;FALSE;62738;105107;24213;404609;2,1;84;
Friendzoned;84;187523;1.0 M;4;1,1;3;0;GAME_ADVENTURE;153686;22367;6679;1949;2839;FALSE;195682;62338;124216;576115;1,2;92;
Nobodies: Murder Cleaner;85;184387;5.0 M;4;1,1;2,2;0;GAME_ADVENTURE;137725;24816;9649;4022;8173;FALSE;8091;27274;55771;98022;7,1;65;
Adventure Time: Heroes of Ooo;86;184296;10.0 M;4;0,1;0,3;0;GAME_ADVENTURE;127282;17122;11488;6373;22028;FALSE;64443;132505;81746;287691;4,9;46;
Homicide Squad: New York Cases;87;181431;1.0 M;4;1,7;3,9;0;GAME_ADVENTURE;118453;37881;17008;3258;4828;FALSE;176723;71118;48333;555051;7,5;57;
Critical Action :Gun Strike Ops - Shooting Game;88;176486;50.0 M;4;1,8;3,9;0;GAME_ADVENTURE;115933;13880;9575;6955;30141;FALSE;32500;65686;54330;438273;2,2;14;
Futurama: Worlds of Tomorrow;89;174281;5.0 M;4;0,2;0,4;0;GAME_ADVENTURE;102685;29511;14650;7075;20357;FALSE;126666;82294;79980;547847;4,4;89;
Jurassic Survival Island: Dinosaurs & Craft;90;173009;10.0 M;4;0,7;1,4;0;GAME_ADVENTURE;112463;17402;9523;6694;26925;FALSE;106613;54542;52427;504416;7,1;76;
Jungle Adventures;91;167371;10.0 M;4;0,9;1,9;0;GAME_ADVENTURE;119216;14108;9116;6127;18801;FALSE;161610;196985;90337;721428;7,1;18;
Soda Dungeon;92;166142;1.0 M;4;0,1;0,3;0;GAME_ADVENTURE;130867;22259;6726;1980;4308;FALSE;13803;96521;7674;197764;7,9;94;
Draw Your Game;93;165363;10.0 M;3;0,3;0,7;0;GAME_ADVENTURE;82072;18237;15811;10471;38770;FALSE;178354;171100;16780;515664;2,7;28;
Epic Heroes - Dragon fight legends;94;164143;1.0 M;4;1446,6;1;0;GAME_ADVENTURE;126888;15295;8052;3446;10459;FALSE;127481;182178;66693;513381;1,1;56;
Castle Cats - Idle Hero RPG;95;164000;5.0 M;4;0,8;1,6;0;GAME_ADVENTURE;138571;12269;4782;2475;5900;FALSE;37365;150716;4401;374471;9,8;12;
Treasure Diving;96;162534;1.0 M;4;0;264;0;GAME_ADVENTURE;139554;12547;5061;1647;3723;FALSE;19880;158361;185853;460187;9;92;
PlanetCraft: Block Craft Games;97;159801;10.0 M;3;1,2;2,6;0;GAME_ADVENTURE;97662;15566;9679;6406;30485;FALSE;183835;93400;177710;682551;2,2;97;
Bunny Skater;98;155657;10.0 M;4;0,2;0,4;0;GAME_ADVENTURE;112657;13089;9609;4869;15429;FALSE;70328;75029;114960;525176;5,3;60;
Dinos Online;99;155193;5.0 M;4;0,6;1,4;0;GAME_ADVENTURE;102527;16613;9828;5977;20246;FALSE;74568;104575;26078;429267;2,2;72;
Prison Escape Puzzle: Adventure;100;154835;10.0 M;4;0,3;0,7;0;GAME_ADVENTURE;99726;22100;12197;5612;15197;FALSE;154774;79932;35814;317902;7,7;44;
Subway Surfers;1;35665901;1000.0 M;4;0,5;1;0;GAME_ARCADE;27138572;3366600;1622695;814890;2723142;FALSE;196690;82782;90601;635068;1,3;48;
Hungry Shark Evolution - Offline survival game;2;7202013;100.0 M;4;0,4;0,8;0;GAME_ARCADE;5220860;792543;404086;191098;593424;FALSE;149727;137368;162685;471067;1,9;12;
Geometry Dash Lite;3;6960814;100.0 M;4;421,7;0,9;0;GAME_ARCADE;4787054;831967;432708;188672;720411;FALSE;194944;179139;6554;384841;1,6;100;
Zombie Tsunami;4;5903477;100.0 M;4;0,4;0,8;0;GAME_ARCADE;4295577;615956;339838;159034;493070;FALSE;181454;161664;66874;512718;4,6;22;
Sonic Dash - Endless Running & Racing Game;5;5402149;100.0 M;4;0,7;1,5;0;GAME_ARCADE;4290826;539449;214946;88100;268825;FALSE;32081;119551;182422;600512;6,4;32;
Fruit Ninja®;6;5367599;100.0 M;4;0,2;0,4;0;GAME_ARCADE;3745457;583916;354239;150993;532992;FALSE;132607;81550;150794;382812;4,8;18;
Jetpack Joyride;7;4919742;100.0 M;4;0,1;0,2;0;GAME_ARCADE;3676322;567777;271954;94004;309682;FALSE;102026;16269;96049;368097;3,4;69;
Temple Run;8;4816448;500.0 M;4;0,7;1,5;0;GAME_ARCADE;3184391;438320;318164;204384;671187;FALSE;87208;77807;39691;284937;8,6;21;
Cooking Fever – Restaurant Game;9;4565220;100.0 M;4;0,6;1,2;0;GAME_ARCADE;3220230;532157;287592;139793;385446;FALSE;5326;147163;148979;342376;8,2;88;
Minecraft;10;4100452;10.0 M;4;234,3;2,4;7,49;GAME_ARCADE;3324435;317144;135048;65677;258146;TRUE;72799;94437;170454;405729;5,6;41;
Vector;11;3398125;100.0 M;4;0,2;0,5;0;GAME_ARCADE;2395375;354636;204730;99007;344374;FALSE;148400;91918;56448;446614;7,1;23;
Granny;12;3290970;100.0 M;4;1,4;2,9;0;GAME_ARCADE;2393224;283587;152239;95032;366885;FALSE;38433;55407;31939;303627;7,1;59;
DragonFlight;13;2858076;10.0 M;4;0;0,2;0;GAME_ARCADE;1795281;475749;286985;88464;211595;FALSE;181691;72767;137117;556637;4,3;61;
Red Ball 4;14;2342083;100.0 M;4;1;2,1;0;GAME_ARCADE;1816379;198405;90386;47422;189489;FALSE;102205;96923;194265;428867;4,7;14;
Minecraft Trial;15;2222817;100.0 M;4;3,5;7,7;0;GAME_ARCADE;1461686;192188;120639;79343;368958;FALSE;155559;128476;9773;408165;6,1;80;
Block Craft 3D: Building Simulator Games For Free;16;2156973;100.0 M;4;1,8;3,9;0;GAME_ARCADE;1510574;191501;113211;71395;270289;FALSE;99514;194845;69430;481479;7,7;100;
Cooking Madness - A Chef's Restaurant Games;17;2096404;100.0 M;4;1,8;3,4;0;GAME_ARCADE;1726149;161104;70669;34470;104010;FALSE;37160;80575;60953;372961;7,9;90;
Blockman Go;18;2062961;50.0 M;4;3,7;8,6;0;GAME_ARCADE;1624579;147084;71698;37603;181994;FALSE;37899;177687;139898;438592;2;84;
Galaxy Attack: Alien Shooter;19;1988570;100.0 M;4;1,2;2,6;0;GAME_ARCADE;1572089;156316;80008;41595;138560;FALSE;79687;197619;67783;458168;3,5;87;
Paper.io 2;20;1910010;100.0 M;3;0,3;0,7;0;GAME_ARCADE;1110353;239968;152266;89330;318090;FALSE;132717;142577;163481;583320;1,6;65;
Angry Birds Transformers;21;1900382;50.0 M;4;0,2;0,4;0;GAME_ARCADE;1512745;178112;72290;31011;106221;FALSE;170857;146381;101748;482401;7,6;42;
Hungry Shark World;22;1858504;100.0 M;4;1,5;2,5;0;GAME_ARCADE;1420595;193116;86126;40095;118569;FALSE;109757;146362;67937;467433;5,5;60;
Glow Hockey;23;1793741;100.0 M;4;0,1;0,2;0;GAME_ARCADE;1171395;203409;147447;59488;212000;FALSE;67841;157689;115866;614926;7,1;51;
Geometry Dash Meltdown;24;1735909;50.0 M;4;0,4;0,7;0;GAME_ARCADE;1300677;187802;93990;34872;118566;FALSE;166214;151450;130778;535700;4,8;75;
Angry Birds Seasons;25;1679572;100.0 M;4;0;0;0;GAME_ARCADE;1242877;203320;96109;40077;97187;FALSE;121230;193995;59251;443649;3,3;64;
윈드러너;26;1573012;10.0 M;3;0;0,1;0;GAME_ARCADE;940005;180923;135759;68822;247501;FALSE;123705;114283;99078;597610;5,7;78;
Crowd City;27;1564855;100.0 M;4;0,6;1,4;0;GAME_ARCADE;1071973;156950;94348;56534;185047;FALSE;180487;175582;31797;586547;3,9;63;
Join Clash 3D;28;1493740;100.0 M;4;4,5;14;0;GAME_ARCADE;934431;158781;126162;67909;206456;FALSE;130174;157722;54819;533002;6;45;
Tank Stars;29;1471629;100.0 M;4;1,5;3,4;0;GAME_ARCADE;975205;141609;89864;56824;208125;FALSE;123508;142047;118481;459116;1,2;82;
Angry Birds Classic;30;1470166;100.0 M;4;0;0;0;GAME_ARCADE;1069403;194779;77716;36573;91693;FALSE;158687;167762;79040;502175;3,8;23;
Brothers in Arms® 3;31;1458849;10.0 M;4;0,2;0,3;0;GAME_ARCADE;1012396;180762;89016;37984;138688;FALSE;20489;199173;156796;623670;8,7;43;
Rise Up;32;1340841;100.0 M;3;0,7;1,2;0;GAME_ARCADE;725819;164205;142281;80224;228309;FALSE;102722;95393;88543;554705;9,1;59;
Payback 2 - The Battle Sandbox;33;1337580;100.0 M;4;2,7;5,6;0;GAME_ARCADE;1013921;120437;57288;31344;114587;FALSE;48603;151858;176286;615686;4,7;69;
Angry Birds Space;34;1254191;100.0 M;4;0,1;0,3;0;GAME_ARCADE;921162;142312;80488;32165;78061;FALSE;129803;44645;154172;622506;6,3;38;
Skater Boy;35;1215112;100.0 M;4;0,1;0,1;0;GAME_ARCADE;914036;101920;67294;27922;103938;FALSE;8648;96989;185967;524467;1,7;69;
Ant Smasher;36;1205884;100.0 M;4;0;0,1;0;GAME_ARCADE;770961;125694;97115;38288;173823;FALSE;95399;2526;27068;164524;10;92;
Partymasters - Fun Idle Game;37;1188910;50.0 M;4;0,1;0,3;0;GAME_ARCADE;785999;93502;67304;41596;200506;FALSE;1215;126822;14026;431016;3,9;41;
Tap Tap Dash;38;1153022;50.0 M;4;0,2;0,4;0;GAME_ARCADE;767538;152124;84721;37763;110873;FALSE;67106;96699;24915;277956;2,7;100;
101-in-1 Games;39;1136712;10.0 M;4;0;0,1;0;GAME_ARCADE;794750;206822;80806;14190;40143;FALSE;199655;174917;14611;630972;2,9;84;
Doodle Jump;40;1132730;50.0 M;4;0,1;0,1;0;GAME_ARCADE;829701;135593;64673;23686;79075;FALSE;98915;162098;166712;539821;3,2;76;
Hole.io;41;1102273;100.0 M;4;0,4;0,8;0;GAME_ARCADE;690857;140198;76072;45368;149775;FALSE;56360;65181;150127;365004;4;92;
Zombie Roadkill 3D;42;1089029;50.0 M;4;0,4;0,8;0;GAME_ARCADE;749202;118094;74237;36598;110896;FALSE;6019;55962;146686;258321;3,9;40;
Rider;43;1082604;50.0 M;4;0,8;1,8;0;GAME_ARCADE;649183;141827;91623;48150;151818;FALSE;22128;60247;58904;368119;4,5;32;
Lep's World 2;44;1079670;100.0 M;4;0,5;1;0;GAME_ARCADE;811052;81884;50974;31690;104068;FALSE;145329;92170;51272;478285;4,1;41;
Lep's World;45;1079537;100.0 M;4;1,1;2,3;0;GAME_ARCADE;836216;78970;45685;27253;91411;FALSE;132006;28533;21516;420926;5,2;26;
Angry Birds Friends;46;1066764;100.0 M;4;1;1,9;0;GAME_ARCADE;730329;115731;66556;33722;120423;FALSE;17801;125944;27066;295961;3,2;22;
Geometry Dash World;47;1042160;50.0 M;4;1,1;1,9;0;GAME_ARCADE;760677;112796;55978;23795;88911;FALSE;132199;146329;78048;444226;4,3;20;
Rail Rush;48;1040051;50.0 M;4;0,2;0,5;0;GAME_ARCADE;774936;103632;58908;24854;77719;FALSE;83599;181083;124496;529943;7,3;13;
Lep's World 3;49;988381;50.0 M;4;0,4;0,9;0;GAME_ARCADE;752024;81739;45929;26358;82328;FALSE;33170;187700;68750;402733;8,5;76;
Knife Hit;50;955594;100.0 M;4;1,2;2,5;0;GAME_ARCADE;684749;89958;58706;31681;90497;FALSE;171273;139609;99542;479731;1,2;18;
Stickman Party: 1 2 3 4 Player Games Free;51;949510;100.0 M;4;6,5;14;0;GAME_ARCADE;736043;64772;37205;22355;89132;FALSE;193573;64901;59960;468331;1,1;28;
Zombie Smasher;52;926298;50.0 M;4;0,1;0,2;0;GAME_ARCADE;671799;107479;61137;20868;65013;FALSE;177930;176231;56052;463757;5,7;75;
1945 Air Force - Airplane Shooting Games;53;923982;50.0 M;4;9,2;19,1;0;GAME_ARCADE;712509;111993;45974;15592;37912;FALSE;76298;6070;149597;493348;5,7;17;
Stack Ball - Blast through platforms;54;903937;100.0 M;4;3,3;7,8;0;GAME_ARCADE;602667;87709;60378;37674;115506;FALSE;178640;37552;184158;401998;8,3;41;
Cookie Run: OvenBreak - Endless Running Platformer;55;883825;10.0 M;4;0,7;1,5;0;GAME_ARCADE;658521;87562;42961;20344;74434;FALSE;3495;94890;13685;202142;1,2;74;
Subway Princess Runner;56;878563;100.0 M;4;5,6;11,2;0;GAME_ARCADE;594828;74318;50544;35093;123778;FALSE;161689;185634;120782;582990;2,6;74;
PAC-MAN;57;860147;100.0 M;3;0,3;0,7;0;GAME_ARCADE;523785;98246;65754;38475;133885;FALSE;107660;94003;33516;382729;6,7;67;
Smash Hit;58;827611;100.0 M;4;0;0,1;0;GAME_ARCADE;647207;100159;36474;9363;34405;FALSE;115127;10451;180140;333451;7,2;87;
Multiplayer for Minecraft PE - MCPE Servers;59;791425;10.0 M;4;0,3;0,7;0;GAME_ARCADE;534451;43551;39653;26844;146923;FALSE;169862;145519;42600;532458;2;53;
Granny: Chapter Two;60;784985;50.0 M;4;4,4;9,6;0;GAME_ARCADE;587579;62902;32887;21327;80287;FALSE;148934;144746;197348;596424;6;82;
Geometry Dash;61;777941;1.0 M;4;0,7;1,3;1,99;GAME_ARCADE;636912;73308;24749;9026;33945;TRUE;139497;184600;29581;453701;9,6;46;
Jewels Switch;62;752635;10.0 M;4;0;0,1;0;GAME_ARCADE;603783;86183;31653;9078;21935;FALSE;117121;186146;152376;734956;3,7;55;
LokiCraft;63;715951;50.0 M;4;7,3;16,5;0;GAME_ARCADE;483133;69181;37056;24468;102110;FALSE;184775;2918;129922;375502;7,5;41;
Stupid Zombies;64;693956;50.0 M;4;0,9;1,9;0;GAME_ARCADE;463486;77216;51767;26398;75087;FALSE;4624;61587;128059;424580;2;70;
Stick Hero;65;690642;10.0 M;4;0;0;0;GAME_ARCADE;457100;98199;54710;19396;61235;FALSE;84757;2575;14225;125906;9,1;48;
Sonic Dash 2: Sonic Boom;66;662256;100.0 M;4;0,8;863,6;0;GAME_ARCADE;469634;59835;38697;23160;70927;FALSE;96057;25282;150725;377516;3,2;33;
Sky Whale;67;660553;10.0 M;4;0,1;0,3;0;GAME_ARCADE;483682;62930;37560;17430;58950;FALSE;115313;139252;38197;513889;4,9;87;
Space shooter - Galaxy attack - Galaxy shooter;68;656039;50.0 M;4;4,6;10,4;0;GAME_ARCADE;555192;41420;18778;9270;31377;FALSE;96577;25861;34609;215059;5,6;21;
Sky Roller;69;636293;100.0 M;4;2,1;4,8;0;GAME_ARCADE;455906;62932;29296;20066;68091;FALSE;151778;197569;124861;704403;5,8;54;
Geometry Dash SubZero;70;626542;50.0 M;4;2,6;4,7;0;GAME_ARCADE;484878;59816;27043;11050;43753;FALSE;162591;11147;40530;319543;9,5;52;
Color Bump 3D;71;621232;100.0 M;3;1117,1;1107,1;0;GAME_ARCADE;367867;71578;67163;34403;80219;FALSE;194935;192568;55583;453148;8,6;74;
Draw it;72;620257;50.0 M;3;0,9;1,9;0;GAME_ARCADE;355568;93220;54643;31418;85405;FALSE;33522;124153;30759;253992;4,5;19;
Fernanfloo;73;609853;10.0 M;4;0,2;0,4;0;GAME_ARCADE;522395;32985;15337;7428;31705;FALSE;115030;75801;33853;368947;6,4;85;
Cartoon Wars;74;588562;10.0 M;4;0;0;0;GAME_ARCADE;376960;58234;42194;17599;93573;FALSE;149347;139885;104974;552788;8,4;39;
Run;75;581821;10.0 M;4;77,5;0,3;0;GAME_ARCADE;450597;64012;26420;9972;30817;FALSE;47755;108388;105648;481952;4,5;36;
Snake VS Block;76;572863;50.0 M;4;0,1;0,2;0;GAME_ARCADE;323922;96008;55435;27358;70138;FALSE;61368;132014;168760;462070;7;18;
Zombie World War;77;561461;10.0 M;4;0;0,1;0;GAME_ARCADE;344081;93766;60771;20160;42680;FALSE;157755;104444;62516;523132;1,1;14;
My Boy! Free - GBA Emulator;78;556766;10.0 M;4;0,3;0,6;0;GAME_ARCADE;417025;52081;24677;10020;52961;FALSE;83584;105770;113894;333935;2,9;71;
Burrito Bison: Launcha Libre;79;541549;10.0 M;4;1,4;2,4;0;GAME_ARCADE;450604;55216;17728;5449;12549;FALSE;101745;179533;194183;609913;5,5;55;
Bricks Ball Crusher;80;532569;10.0 M;4;2,7;5,9;0;GAME_ARCADE;395621;48350;27559;12339;48696;FALSE;29215;106957;27019;250410;9,3;79;
Daddy Long Legs;81;532176;10.0 M;4;0;0;0;GAME_ARCADE;353695;83149;33681;15527;46122;FALSE;126673;136181;134643;398688;4,7;66;
Galactic Attack - Classic Shooter : Falcon Squad;82;509654;50.0 M;4;1,8;3;0;GAME_ARCADE;407365;41520;18908;9863;31996;FALSE;39909;56950;116451;367694;4,5;86;
Stickman Hook;83;506876;50.0 M;3;0,5;1,2;0;GAME_ARCADE;290763;74910;50722;25625;64853;FALSE;12485;103505;119312;251672;4,5;88;
Jewels Legend - Match 3 Puzzle;84;497484;10.0 M;4;0,4;0,8;0;GAME_ARCADE;405757;48566;18492;6533;18133;FALSE;102242;154451;155770;593938;7,8;25;
BBTAN by 111%;85;476858;10.0 M;4;2948,2;0,1;0;GAME_ARCADE;329614;64312;32355;11652;38924;FALSE;66517;135534;91721;311389;9;41;
Prize Claw;86;473706;50.0 M;4;0,1;0,1;0;GAME_ARCADE;296894;49159;43940;18046;65665;FALSE;7548;185827;116018;511048;5,2;92;
Ball Blast;87;470099;10.0 M;4;0,9;1,8;0;GAME_ARCADE;315988;61332;27827;14373;50577;FALSE;183235;98115;66919;486498;1,5;45;
Will Hero;88;467497;10.0 M;4;0,6;1,5;0;GAME_ARCADE;317484;54366;29299;12418;53927;FALSE;154420;198630;187506;629873;2,8;17;
Monster Dash;89;466518;10.0 M;4;0,1;0,1;0;GAME_ARCADE;340776;51499;28569;9164;36508;FALSE;121769;103772;130335;556635;5,8;17;
Duet;90;460549;10.0 M;4;0,2;0,3;0;GAME_ARCADE;368057;49159;18102;6607;18622;FALSE;91403;154911;116472;532361;2,3;11;
Infinite Stairs;91;458684;10.0 M;4;1,3;2,5;0;GAME_ARCADE;308505;50335;25797;12264;61781;FALSE;183628;175356;22043;417027;9;99;
Slendrina:The Cellar (Free);92;449205;10.0 M;4;0,6;1,3;0;GAME_ARCADE;311382;35677;23861;16154;62128;FALSE;19701;149570;11459;381195;3,1;71;
Run Sausage Run!;93;448716;100.0 M;3;0,5;1,2;0;GAME_ARCADE;271968;45329;35060;22824;73533;FALSE;161459;190980;195215;696071;5,2;66;
Human Evolution Clicker: Tap and Evolve Life Forms;94;447522;10.0 M;4;990,2;0,7;0;GAME_ARCADE;268067;58110;41935;22944;56463;FALSE;103888;118860;114606;610131;8,7;33;
Sky Force 2014;95;446946;10.0 M;4;0,1;0,2;0;GAME_ARCADE;331761;57741;25895;9077;22469;FALSE;59975;31432;48628;186888;1,8;25;
Bouncemasters;96;441188;50.0 M;4;1,8;4,4;0;GAME_ARCADE;310177;39918;27014;15030;49046;FALSE;86358;87388;105918;569518;2,5;49;
Tank Hero;97;438162;10.0 M;4;0,1;0,1;0;GAME_ARCADE;309059;54390;26775;10700;37236;FALSE;165651;33863;28258;333951;7,1;62;
Nyan Cat: Lost In Space;98;429256;10.0 M;4;0,3;0,6;0;GAME_ARCADE;318853;42785;22872;11416;33328;FALSE;53564;105519;19858;242547;3,7;81;
Stack;99;426000;50.0 M;4;0,1;0,2;0;GAME_ARCADE;255915;70110;42076;15851;42046;FALSE;189108;23985;186894;449089;2,2;99;
Paper.io;100;418663;10.0 M;3;0,3;0,6;0;GAME_ARCADE;218936;46999;31975;20348;100402;FALSE;195730;35664;111751;357844;4,4;44;
Ludo King™;1;7512316;500.0 M;4;4;6,5;0;GAME_BOARD;5291589;773193;369290;204053;874188;FALSE;4263;135391;172641;324309;8,3;66;
Happy Color™ – Color by Number. Coloring games.;2;2516777;100.0 M;4;250,5;2,9;0;GAME_BOARD;1927153;358243;109137;38480;83762;FALSE;74964;198369;9483;549427;6,2;43;
101 Yüzbir Okey Plus;3;2430531;10.0 M;4;0,2;0,5;0;GAME_BOARD;1763377;127289;78458;41427;419978;FALSE;183210;162246;121658;620287;2,3;59;
Parchisi STAR Online;4;2131083;50.0 M;4;1,5;3,2;0;GAME_BOARD;1587565;176498;89205;46088;231725;FALSE;1803;17621;148585;367970;5,9;10;
모두의마블;5;1590460;10.0 M;3;0;0;0;GAME_BOARD;664388;137875;140391;88652;559151;FALSE;80494;108157;171055;500933;4,8;58;
Chess;6;1578022;100.0 M;4;1,9;4;0;GAME_BOARD;1097787;214381;99477;41236;125138;FALSE;34779;129590;182956;564232;7,4;23;
Paint By Number - Coloring Book & Color by Number;7;1283404;100.0 M;4;528,5;5,2;0;GAME_BOARD;995139;130393;56747;27061;74062;FALSE;19980;71678;150922;380532;4,2;65;
Ludo Club - Fun Dice Game;8;1273770;100.0 M;4;2,6;5,1;0;GAME_BOARD;929697;113906;53688;29740;146737;FALSE;7574;154018;20121;396238;4,2;15;
Okey Plus;9;1245352;10.0 M;4;0,1;0,2;0;GAME_BOARD;963785;69907;41197;17092;153370;FALSE;103587;95890;28702;460126;6,8;78;
Dominoes;10;1062798;50.0 M;4;2,8;6,2;0;GAME_BOARD;829950;139476;35263;14426;43680;FALSE;35478;131370;178630;526582;7,5;51;
Bingo Blitz™️ - Bingo Games;11;788064;10.0 M;4;1,8;3,9;0;GAME_BOARD;604370;104216;34581;14116;30778;FALSE;28128;122683;20386;206542;3,4;18;
Ludo STAR;12;769196;10.0 M;4;2,1;4,5;0;GAME_BOARD;597616;56899;32850;14912;66917;FALSE;177999;113432;105164;600894;10;36;
Chess - Play and Learn;13;615530;10.0 M;4;7,8;15,8;0;GAME_BOARD;493766;68026;19325;7219;27192;FALSE;1668;73508;198974;345699;1,2;40;
Bingo Showdown Free Bingo Games – Bingo Live Game;14;598584;5.0 M;4;0,2;0,4;0;GAME_BOARD;481850;54404;28767;10827;22734;FALSE;141610;101591;194454;669044;1,9;79;
Ludo Star 2;15;597656;10.0 M;4;2,8;5,5;0;GAME_BOARD;416103;46952;33058;18737;82805;FALSE;174481;170666;50446;606289;8;49;
Çanak Okey Plus;16;575124;10.0 M;4;0,4;0,8;0;GAME_BOARD;445724;24956;15105;8122;81214;FALSE;64581;19440;119172;284259;4,6;39;
Okey;17;567662;10.0 M;4;0,2;0,4;0;GAME_BOARD;460779;36966;21660;10130;38125;FALSE;144336;20643;41631;214101;4,4;74;
Checkers;18;554532;100.0 M;4;1,4;3;0;GAME_BOARD;371827;69515;37892;18726;56569;FALSE;189040;195697;18792;416411;6,5;81;
1LINE – One Line with One Touch;19;482155;50.0 M;4;0,8;1,9;0;GAME_BOARD;350353;50622;27688;14084;39405;FALSE;32493;120206;157388;381796;4,4;11;
BINGO!;20;470850;10.0 M;4;0,3;0,7;0;GAME_BOARD;396719;31773;15341;6226;20788;FALSE;95106;113990;145871;532609;8,3;21;
LANDLORD TYCOON Business Management Investing Game;21;467655;5.0 M;4;0,4;0,8;0;GAME_BOARD;339411;65520;18573;8821;35327;FALSE;56351;177071;136902;644917;8,4;62;
Backgammon Plus;22;466525;5.0 M;3;2212,2;0,2;0;GAME_BOARD;271493;22728;15722;8505;148075;FALSE;137768;124802;53854;430191;6,4;65;
Bingo Bash featuring MONOPOLY: Live Bingo Games;23;447613;10.0 M;4;0;0;0;GAME_BOARD;344284;45999;23309;12179;21840;FALSE;14746;87934;82178;342822;1,7;32;
